id,country,location,hotel_name
715,한국,속초,하루 호텔 & 게스트하우스 - 호스텔
716,한국,속초,쏠비치 양양
717,한국,속초,투와이호텔
718,한국,속초,낙산 비치 호텔
719,한국,속초,썬라이즈 호텔
720,한국,속초,속초 바다향기 펜션
721,한국,속초,더마크 속초 레지던스
722,한국,속초,클래스 300 호텔
723,한국,속초,호텔 아마란스
724,한국,속초,현대 수 리조트 속초
725,한국,속초,더하우스 호스텔
726,한국,속초,속초 마리나베이 호텔
727,한국,속초,카사 설악 베드 앤드 브렉퍼스트
728,한국,속초,월드스테이트
729,한국,속초,지오리조트
730,한국,속초,팜파스 리조트
731,한국,속초,대청리조텔
732,한국,속초,씨 스테이 호텔
733,한국,속초,더 블루마크 호텔 속초
734,한국,속초,더 낙산 호텔
735,한국,속초,속초 엔게스트하우스
736,한국,속초,더클래스300 콘도
737,한국,속초,스위트호텔 낙산
738,한국,속초,미아모르모텔
739,한국,속초,속초 블루테라펜션
740,한국,속초,러브스토리
741,한국,속초,베니키아 호텔 산과바다 대포항
742,한국,속초,오색그린야드호텔
743,한국,속초,파인비치콘도텔
744,한국,속초,HJ 하우스
745,한국,속초,설악산 파크 리조트
746,한국,속초,엘마콘도텔
747,한국,속초,다로산 펜션
748,한국,속초,베니키아 호텔 산과바다 속초
749,한국,속초,척산온천 휴양촌
750,한국,속초,금호 설악 리조트
751,한국,속초,제임스 블루 게스트하우스 - 호스텔
752,한국,속초,호텔 웨이브
753,한국,속초,속초 마린펜션
754,한국,전주,라마다 전주
755,한국,전주,로니호텔
756,한국,전주,사랑가득
757,한국,전주,호텔 다빈
758,한국,전주,왕의지밀
759,한국,전주,아름다운집 한옥스테이
760,한국,전주,"더클래식호텔, 전주"
761,한국,전주,삼락헌
762,한국,전주,라온한옥꿀잠
763,한국,전주,경기전 별당채
764,한국,전주,홍란미덕
765,한국,전주,예원당
766,한국,전주,카마호텔
767,한국,전주,전주 관광 호텔
768,한국,전주,전주한옥마을 사랑나무
769,한국,전주,한옥이 예쁜집
770,한국,전주,N 브릿지 호텔
771,한국,전주,전주 투나잇
772,한국,전주,사랑루
773,한국,전주,교동살래
774,한국,전주,모란
775,한국,전주,호텔 솔
776,한국,전주,전주한옥숙박체험관
777,한국,전주,위너 호텔
778,한국,전주,행복가득 게스트하우스
779,한국,전주,한옥호텔 노리잠
780,한국,전주,전주라임호텔
781,한국,전주,한옥호텔 동락원
782,한국,전주,소리풍경
783,한국,전주,전주 마리호텔 공원점
784,한국,전주,호텔 K
785,한국,전주,성심
786,한국,전주,라한호텔 전주
787,한국,전주,전주 호텔 바라한
788,한국,전주,오페라21호텔
789,한국,전주,"JS 관광호텔, 전주"
790,한국,전주,백희 게스트하우스
791,한국,전주,전주 한옥마을 하늘애
792,한국,전주,전주 한옥마을 귀거래사
793,한국,전주,이가한옥
794,한국,전주,한옥호텔 궁
795,한국,전주,더머뭄
796,한국,전주,가은채2
797,한국,전주,가은채
798,한국,전주,한옥혜윰
